"YEAR_SEMESTER","EDAD_MOD","NIVEL","SEDE_NOMBRE_MAT","n"
"2015 - 1",42,"Especialización","Bogotá",4
"2015 - 1",42,"Especialización","Manizales",1
"2015 - 1",42,"Especialización","Medellín",2
"2015 - 1",42,"Maestría","Bogotá",6
"2015 - 1",42,"Maestría","Palmira",2
"2015 - 1",42,"Pregrado","Bogotá",2
"2015 - 1",43,"Especialización","Bogotá",5
"2015 - 1",43,"Especialización","Manizales",3
"2015 - 1",43,"Maestría","Bogotá",5
"2015 - 1",43,"Maestría","Medellín",4
"2015 - 1",43,"Maestría","Palmira",2
"2015 - 1",43,"Pregrado","Bogotá",2
"2015 - 1",43,"Pregrado","Medellín",1
"2015 - 1",44,"Doctorado","Bogotá",2
"2015 - 1",44,"Especialidades Médicas","Bogotá",1
"2015 - 1",44,"Especialización","Bogotá",2
"2015 - 1",44,"Especialización","Manizales",1
"2015 - 1",44,"Maestría","Bogotá",6
"2015 - 1",44,"Maestría","Manizales",1
"2015 - 1",44,"Maestría","Medellín",1
"2015 - 1",44,"Maestría","Palmira",4
"2015 - 1",44,"Pregrado","Bogotá",4
"2015 - 1",44,"Pregrado","Medellín",1
"2015 - 1",45,"Doctorado","Bogotá",2
"2015 - 1",45,"Doctorado","Medellín",1
"2015 - 1",45,"Especialización","Amazonía",1
"2015 - 1",45,"Especialización","Bogotá",3
"2015 - 1",45,"Especialización","Medellín",3
"2015 - 1",45,"Maestría","Bogotá",10
"2015 - 1",45,"Maestría","Medellín",5
"2015 - 1",46,"Doctorado","Palmira",1
"2015 - 1",46,"Especialización","Bogotá",4
"2015 - 1",46,"Especialización","Manizales",2
"2015 - 1",46,"Especialización","Palmira",1
"2015 - 1",46,"Maestría","Bogotá",6
"2015 - 1",46,"Maestría","Manizales",1
"2015 - 1",46,"Maestría","Medellín",1
"2015 - 1",46,"Maestría","Palmira",1
"2015 - 1",47,"Doctorado","Medellín",1
"2015 - 1",47,"Doctorado","Palmira",1
"2015 - 1",47,"Especialización","Bogotá",3
"2015 - 1",47,"Especialización","Manizales",1
"2015 - 1",47,"Maestría","Bogotá",3
"2015 - 1",47,"Maestría","Medellín",1
"2015 - 1",47,"Maestría","Palmira",3
"2015 - 1",47,"Pregrado","Bogotá",1
"2015 - 1",48,"Doctorado","Bogotá",2
"2015 - 1",48,"Doctorado","Medellín",2
"2015 - 1",48,"Doctorado","Palmira",1
"2015 - 1",48,"Especialización","Bogotá",4
"2015 - 1",48,"Especialización","Medellín",3
"2015 - 1",48,"Maestría","Bogotá",7
"2015 - 1",48,"Maestría","Medellín",3
"2015 - 1",48,"Pregrado","Bogotá",1
"2015 - 1",49,"Doctorado","Bogotá",1
"2015 - 1",49,"Especialización","Bogotá",1
"2015 - 1",49,"Especialización","Manizales",2
"2015 - 1",49,"Especialización","Medellín",2
"2015 - 1",49,"Maestría","Bogotá",2
"2015 - 1",49,"Maestría","Medellín",2
"2015 - 1",50,"Doctorado","Bogotá",1
"2015 - 1",50,"Especialización","Bogotá",4
"2015 - 1",50,"Especialización","Manizales",2
"2015 - 1",50,"Especialización","Medellín",1
"2015 - 1",50,"Maestría","Bogotá",2
"2015 - 1",50,"Maestría","Medellín",1
"2015 - 1",50,"Maestría","Palmira",2
"2015 - 1",50,"Pregrado","Medellín",1
"2015 - 1",51,"Doctorado","Medellín",1
"2015 - 1",51,"Especialización","Bogotá",3
"2015 - 1",51,"Especialización","Manizales",1
"2015 - 1",51,"Maestría","Bogotá",4
"2015 - 1",52,"Doctorado","Bogotá",2
"2015 - 1",52,"Doctorado","Medellín",1
"2015 - 1",52,"Especialización","Bogotá",3
"2015 - 1",52,"Especialización","Manizales",1
"2015 - 1",52,"Maestría","Bogotá",2
"2015 - 1",52,"Maestría","Medellín",2
"2015 - 1",53,"Doctorado","Bogotá",1
"2015 - 1",53,"Especialización","Bogotá",2
"2015 - 1",53,"Especialización","Manizales",1
"2015 - 1",53,"Especialización","Palmira",1
"2015 - 1",53,"Maestría","Bogotá",3
"2015 - 1",53,"Maestría","Palmira",2
"2015 - 1",54,"Especialización","Bogotá",1
"2015 - 1",54,"Especialización","Manizales",1
"2015 - 1",54,"Maestría","Medellín",1
"2015 - 1",54,"Maestría","Palmira",2
"2015 - 1",55,"Especialización","Bogotá",1
"2015 - 1",55,"Especialización","Manizales",2
"2015 - 1",55,"Especialización","Medellín",1
"2015 - 1",55,"Maestría","Bogotá",3
"2015 - 1",56,"Doctorado","Manizales",1
"2015 - 1",56,"Especialización","Bogotá",1
"2015 - 1",56,"Especialización","Medellín",2
"2015 - 1",56,"Maestría","Bogotá",3
"2015 - 1",56,"Maestría","Medellín",2
"2015 - 1",57,"Doctorado","Bogotá",1
"2015 - 1",57,"Doctorado","Palmira",1
"2015 - 1",57,"Maestría","Bogotá",1
"2015 - 1",57,"Maestría","Medellín",2
"2015 - 1",57,"Maestría","Palmira",1
"2015 - 1",58,"Doctorado","Bogotá",1
"2015 - 1",58,"Doctorado","Palmira",1
"2015 - 1",58,"Maestría","Bogotá",2
"2015 - 1",60,"Especialización","Medellín",1
"2015 - 1",60,"Maestría","Bogotá",1
"2015 - 1",61,"Especialización","Bogotá",1
"2015 - 1",61,"Especialización","Medellín",1
"2015 - 1",61,"Maestría","Bogotá",1
"2015 - 1",62,"Maestría","Bogotá",1
"2015 - 1",63,"Doctorado","Palmira",1
"2015 - 1",63,"Especialización","Manizales",1
"2015 - 1",64,"Maestría","Bogotá",2
"2015 - 1",67,"Maestría","Bogotá",1
"2015 - 1",68,"Maestría","Bogotá",1
"2015 - 2",20,"Pregrado","Bogotá",8
"2015 - 2",20,"Pregrado","Medellín",1
"2015 - 2",21,"Especialización","Manizales",2
"2015 - 2",21,"Pregrado","Bogotá",42
"2015 - 2",21,"Pregrado","Manizales",18
"2015 - 2",21,"Pregrado","Medellín",14
"2015 - 2",22,"Especialización","Bogotá",2
"2015 - 2",22,"Especialización","Manizales",10
"2015 - 2",22,"Especialización","Medellín",2
"2015 - 2",22,"Pregrado","Bogotá",255
"2015 - 2",22,"Pregrado","Manizales",60
"2015 - 2",22,"Pregrado","Medellín",121
"2015 - 2",22,"Pregrado","Palmira",13
"2015 - 2",23,"Especialización","Bogotá",13
"2015 - 2",23,"Especialización","Manizales",17
"2015 - 2",23,"Especialización","Medellín",7
"2015 - 2",23,"Maestría","Manizales",2
"2015 - 2",23,"Maestría","Medellín",1
"2015 - 2",23,"Pregrado","Bogotá",402
"2015 - 2",23,"Pregrado","Manizales",100
"2015 - 2",23,"Pregrado","Medellín",180
"2015 - 2",23,"Pregrado","Palmira",36
"2015 - 2",24,"Especialización","Bogotá",24
"2015 - 2",24,"Especialización","Manizales",9
"2015 - 2",24,"Especialización","Medellín",18
"2015 - 2",24,"Maestría","Bogotá",12
"2015 - 2",24,"Maestría","Manizales",1
"2015 - 2",24,"Maestría","Medellín",5
"2015 - 2",24,"Maestría","Palmira",1
"2015 - 2",24,"Pregrado","Bogotá",354
"2015 - 2",24,"Pregrado","Manizales",40
"2015 - 2",24,"Pregrado","Medellín",129
"2015 - 2",24,"Pregrado","Palmira",26
"2015 - 2",25,"Doctorado","Medellín",1
"2015 - 2",25,"Especialización","Bogotá",17
"2015 - 2",25,"Especialización","Manizales",12
"2015 - 2",25,"Especialización","Medellín",15
"2015 - 2",25,"Maestría","Bogotá",24
"2015 - 2",25,"Maestría","Manizales",3
"2015 - 2",25,"Maestría","Medellín",10
"2015 - 2",25,"Pregrado","Bogotá",203
"2015 - 2",25,"Pregrado","Manizales",25
"2015 - 2",25,"Pregrado","Medellín",74
"2015 - 2",25,"Pregrado","Palmira",26
"2015 - 2",26,"Especialidades Médicas","Bogotá",3
"2015 - 2",26,"Especialización","Bogotá",31
"2015 - 2",26,"Especialización","Manizales",7
"2015 - 2",26,"Especialización","Medellín",8
"2015 - 2",26,"Maestría","Bogotá",48
"2015 - 2",26,"Maestría","Manizales",6
"2015 - 2",26,"Maestría","Medellín",20
"2015 - 2",26,"Maestría","Palmira",2
"2015 - 2",26,"Pregrado","Bogotá",135
"2015 - 2",26,"Pregrado","Manizales",28
"2015 - 2",26,"Pregrado","Medellín",52
"2015 - 2",26,"Pregrado","Palmira",13
"2015 - 2",27,"Especialidades Médicas","Bogotá",2
"2015 - 2",27,"Especialización","Amazonía",1
"2015 - 2",27,"Especialización","Bogotá",30
"2015 - 2",27,"Especialización","Manizales",10
"2015 - 2",27,"Especialización","Medellín",10
"2015 - 2",27,"Maestría","Bogotá",49
"2015 - 2",27,"Maestría","Manizales",1
"2015 - 2",27,"Maestría","Medellín",17
"2015 - 2",27,"Maestría","Palmira",4
"2015 - 2",27,"Pregrado","Bogotá",96
"2015 - 2",27,"Pregrado","Manizales",10
"2015 - 2",27,"Pregrado","Medellín",29
"2015 - 2",27,"Pregrado","Palmira",13
"2015 - 2",28,"Doctorado","Bogotá",1
"2015 - 2",28,"Especialidades Médicas","Bogotá",3
"2015 - 2",28,"Especialización","Bogotá",36
"2015 - 2",28,"Especialización","Manizales",5
"2015 - 2",28,"Especialización","Medellín",5
"2015 - 2",28,"Maestría","Amazonía",1
"2015 - 2",28,"Maestría","Bogotá",31
"2015 - 2",28,"Maestría","Manizales",8
"2015 - 2",28,"Maestría","Medellín",17
"2015 - 2",28,"Maestría","Palmira",7
"2015 - 2",28,"Pregrado","Bogotá",68
"2015 - 2",28,"Pregrado","Manizales",9
"2015 - 2",28,"Pregrado","Medellín",27
"2015 - 2",28,"Pregrado","Palmira",9
"2015 - 2",29,"Doctorado","Bogotá",3
"2015 - 2",29,"Doctorado","Manizales",1
"2015 - 2",29,"Doctorado","Medellín",2
"2015 - 2",29,"Especialidades Médicas","Bogotá",4
"2015 - 2",29,"Especialización","Bogotá",38
"2015 - 2",29,"Especialización","Manizales",6
"2015 - 2",29,"Especialización","Medellín",4
"2015 - 2",29,"Maestría","Bogotá",39
"2015 - 2",29,"Maestría","Manizales",6
"2015 - 2",29,"Maestría","Medellín",15
"2015 - 2",29,"Maestría","Palmira",5
"2015 - 2",29,"Pregrado","Bogotá",50
"2015 - 2",29,"Pregrado","Manizales",6
"2015 - 2",29,"Pregrado","Medellín",7
"2015 - 2",29,"Pregrado","Palmira",7
"2015 - 2",30,"Doctorado","Bogotá",2
"2015 - 2",30,"Especialidades Médicas","Bogotá",2
"2015 - 2",30,"Especialización","Bogotá",22
"2015 - 2",30,"Especialización","Manizales",5
"2015 - 2",30,"Especialización","Medellín",7
"2015 - 2",30,"Maestría","Amazonía",1
"2015 - 2",30,"Maestría","Bogotá",48
"2015 - 2",30,"Maestría","Manizales",3
"2015 - 2",30,"Maestría","Medellín",19
"2015 - 2",30,"Maestría","Palmira",8
"2015 - 2",30,"Pregrado","Bogotá",40
"2015 - 2",30,"Pregrado","Manizales",3
"2015 - 2",30,"Pregrado","Medellín",14
"2015 - 2",30,"Pregrado","Palmira",3
"2015 - 2",31,"Doctorado","Bogotá",1
"2015 - 2",31,"Doctorado","Medellín",2
"2015 - 2",31,"Especialidades Médicas","Bogotá",4
"2015 - 2",31,"Especialización","Bogotá",25
"2015 - 2",31,"Especialización","Manizales",6
"2015 - 2",31,"Especialización","Medellín",3
"2015 - 2",31,"Maestría","Bogotá",44
"2015 - 2",31,"Maestría","Manizales",1
"2015 - 2",31,"Maestría","Medellín",10
"2015 - 2",31,"Maestría","Palmira",3
"2015 - 2",31,"Pregrado","Bogotá",29
"2015 - 2",31,"Pregrado","Manizales",3
"2015 - 2",31,"Pregrado","Medellín",10
"2015 - 2",31,"Pregrado","Palmira",2
"2015 - 2",32,"Doctorado","Bogotá",5
"2015 - 2",32,"Doctorado","Manizales",1
"2015 - 2",32,"Doctorado","Medellín",2
"2015 - 2",32,"Especialidades Médicas","Bogotá",2
"2015 - 2",32,"Especialización","Bogotá",23
"2015 - 2",32,"Especialización","Manizales",8
"2015 - 2",32,"Especialización","Medellín",5
"2015 - 2",32,"Maestría","Amazonía",1
"2015 - 2",32,"Maestría","Bogotá",36
"2015 - 2",32,"Maestría","Caribe",2
"2015 - 2",32,"Maestría","Manizales",5
"2015 - 2",32,"Maestría","Medellín",12
"2015 - 2",32,"Maestría","Palmira",4
"2015 - 2",32,"Pregrado","Bogotá",20
"2015 - 2",32,"Pregrado","Manizales",2
"2015 - 2",32,"Pregrado","Medellín",3
"2015 - 2",33,"Doctorado","Bogotá",2
"2015 - 2",33,"Doctorado","Medellín",3
"2015 - 2",33,"Especialidades Médicas","Bogotá",1
"2015 - 2",33,"Especialización","Bogotá",15
"2015 - 2",33,"Especialización","Manizales",8
"2015 - 2",33,"Especialización","Medellín",1
"2015 - 2",33,"Maestría","Bogotá",32
"2015 - 2",33,"Maestría","Manizales",3
"2015 - 2",33,"Maestría","Medellín",10
"2015 - 2",33,"Pregrado","Bogotá",13
"2015 - 2",33,"Pregrado","Manizales",1
"2015 - 2",33,"Pregrado","Medellín",3
"2015 - 2",33,"Pregrado","Palmira",2
"2015 - 2",34,"Doctorado","Bogotá",3
"2015 - 2",34,"Doctorado","Medellín",3
"2015 - 2",34,"Doctorado","Palmira",1
"2015 - 2",34,"Especialidades Médicas","Bogotá",3
"2015 - 2",34,"Especialización","Bogotá",19
"2015 - 2",34,"Especialización","Manizales",4
"2015 - 2",34,"Especialización","Medellín",2
"2015 - 2",34,"Maestría","Bogotá",24
"2015 - 2",34,"Maestría","Manizales",3
"2015 - 2",34,"Maestría","Medellín",11
"2015 - 2",34,"Maestría","Palmira",2
"2015 - 2",34,"Pregrado","Bogotá",13
"2015 - 2",34,"Pregrado","Medellín",1
"2015 - 2",34,"Pregrado","Palmira",2
"2015 - 2",35,"Doctorado","Bogotá",5
"2015 - 2",35,"Especialidades Médicas","Bogotá",1
"2015 - 2",35,"Especialización","Bogotá",10
"2015 - 2",35,"Especialización","Manizales",4
"2015 - 2",35,"Especialización","Medellín",3
"2015 - 2",35,"Maestría","Bogotá",26
"2015 - 2",35,"Maestría","Manizales",2
"2015 - 2",35,"Maestría","Medellín",10
"2015 - 2",35,"Maestría","Palmira",2
"2015 - 2",35,"Pregrado","Bogotá",8
"2015 - 2",35,"Pregrado","Manizales",2
"2015 - 2",35,"Pregrado","Medellín",5
"2015 - 2",36,"Doctorado","Bogotá",8
"2015 - 2",36,"Doctorado","Manizales",1
"2015 - 2",36,"Especialización","Bogotá",14
"2015 - 2",36,"Especialización","Manizales",9
"2015 - 2",36,"Especialización","Medellín",2
"2015 - 2",36,"Maestría","Bogotá",20
"2015 - 2",36,"Maestría","Medellín",10
"2015 - 2",36,"Maestría","Palmira",1
"2015 - 2",36,"Pregrado","Bogotá",7
"2015 - 2",36,"Pregrado","Manizales",1
"2015 - 2",36,"Pregrado","Medellín",3
"2015 - 2",36,"Pregrado","Palmira",1
"2015 - 2",37,"Doctorado","Bogotá",2
"2015 - 2",37,"Doctorado","Medellín",3
"2015 - 2",37,"Especialidades Médicas","Bogotá",2
"2015 - 2",37,"Especialización","Bogotá",13
"2015 - 2",37,"Especialización","Manizales",4
"2015 - 2",37,"Especialización","Medellín",1
"2015 - 2",37,"Maestría","Bogotá",13
"2015 - 2",37,"Maestría","Manizales",1
"2015 - 2",37,"Maestría","Medellín",9
"2015 - 2",37,"Pregrado","Bogotá",2
"2015 - 2",37,"Pregrado","Manizales",1
"2015 - 2",37,"Pregrado","Medellín",2
"2015 - 2",38,"Doctorado","Bogotá",2
"2015 - 2",38,"Doctorado","Medellín",1
"2015 - 2",38,"Especialidades Médicas","Bogotá",1
"2015 - 2",38,"Especialización","Bogotá",8
"2015 - 2",38,"Especialización","Manizales",1
"2015 - 2",38,"Maestría","Bogotá",14
"2015 - 2",38,"Maestría","Manizales",5
"2015 - 2",38,"Maestría","Medellín",4
"2015 - 2",38,"Maestría","Palmira",3
"2015 - 2",38,"Pregrado","Bogotá",2
"2015 - 2",38,"Pregrado","Manizales",1
"2015 - 2",39,"Doctorado","Bogotá",2
"2015 - 2",39,"Doctorado","Medellín",1
"2015 - 2",39,"Especialización","Bogotá",11
"2015 - 2",39,"Especialización","Manizales",3
"2015 - 2",39,"Especialización","Medellín",2
"2015 - 2",39,"Maestría","Bogotá",20
"2015 - 2",39,"Maestría","Manizales",3
"2015 - 2",39,"Maestría","Medellín",5
"2015 - 2",39,"Pregrado","Bogotá",2
"2015 - 2",39,"Pregrado","Medellín",2
"2015 - 2",40,"Doctorado","Palmira",1
"2015 - 2",40,"Especialización","Bogotá",9
"2015 - 2",40,"Especialización","Manizales",1
"2015 - 2",40,"Maestría","Bogotá",6
"2015 - 2",40,"Maestría","Medellín",4
"2015 - 2",40,"Pregrado","Bogotá",3
"2015 - 2",40,"Pregrado","Medellín",1
"2015 - 2",41,"Doctorado","Bogotá",1
"2015 - 2",41,"Doctorado","Palmira",1
"2015 - 2",41,"Especialización","Bogotá",7
"2015 - 2",41,"Especialización","Manizales",3
"2015 - 2",41,"Maestría","Bogotá",6
"2015 - 2",41,"Maestría","Manizales",1
"2015 - 2",41,"Maestría","Medellín",6
"2015 - 2",41,"Pregrado","Bogotá",1
"2015 - 2",41,"Pregrado","Manizales",1
"2015 - 2",41,"Pregrado","Medellín",1
"2015 - 2",42,"Especialización","Bogotá",3
"2015 - 2",42,"Maestría","Bogotá",7
"2015 - 2",42,"Maestría","Manizales",2
"2015 - 2",42,"Maestría","Medellín",2
"2015 - 2",42,"Maestría","Palmira",1
"2015 - 2",42,"Pregrado","Bogotá",1
"2015 - 2",42,"Pregrado","Medellín",2
"2015 - 2",43,"Doctorado","Bogotá",2
"2015 - 2",43,"Especialización","Bogotá",4
"2015 - 2",43,"Especialización","Manizales",3
"2015 - 2",43,"Maestría","Bogotá",11
"2015 - 2",43,"Maestría","Manizales",1
"2015 - 2",43,"Maestría","Palmira",1
"2015 - 2",43,"Pregrado","Manizales",1
"2015 - 2",44,"Especialización","Bogotá",2
"2015 - 2",44,"Especialización","Manizales",1
"2015 - 2",44,"Maestría","Amazonía",1
"2015 - 2",44,"Maestría","Bogotá",5
"2015 - 2",44,"Maestría","Manizales",2
"2015 - 2",44,"Maestría","Medellín",2
"2015 - 2",44,"Maestría","Palmira",2
"2015 - 2",44,"Pregrado","Bogotá",1
"2015 - 2",45,"Doctorado","Bogotá",3
"2015 - 2",45,"Doctorado","Manizales",1
"2015 - 2",45,"Doctorado","Medellín",2
"2015 - 2",45,"Especialización","Bogotá",9
"2015 - 2",45,"Especialización","Manizales",3
"2015 - 2",45,"Maestría","Bogotá",12
"2015 - 2",45,"Maestría","Manizales",6
"2015 - 2",45,"Maestría","Medellín",5
"2015 - 2",45,"Maestría","Palmira",2
"2015 - 2",46,"Doctorado","Bogotá",1
"2015 - 2",46,"Doctorado","Manizales",1
"2015 - 2",46,"Doctorado","Medellín",1
"2015 - 2",46,"Especialización","Bogotá",6
"2015 - 2",46,"Especialización","Manizales",2
"2015 - 2",46,"Maestría","Bogotá",2
"2015 - 2",46,"Maestría","Manizales",1
"2015 - 2",46,"Maestría","Medellín",4
"2015 - 2",46,"Maestría","Palmira",1
"2015 - 2",46,"Pregrado","Bogotá",1
"2015 - 2",46,"Pregrado","Medellín",2
"2015 - 2",47,"Doctorado","Manizales",1
"2015 - 2",47,"Especialización","Bogotá",8
"2015 - 2",47,"Especialización","Manizales",2
"2015 - 2",47,"Especialización","Medellín",1
"2015 - 2",47,"Maestría","Bogotá",2
"2015 - 2",47,"Maestría","Medellín",1
"2015 - 2",47,"Maestría","Palmira",2
"2015 - 2",48,"Doctorado","Bogotá",2
"2015 - 2",48,"Doctorado","Medellín",1
"2015 - 2",48,"Especialización","Bogotá",2
"2015 - 2",48,"Maestría","Bogotá",2
"2015 - 2",48,"Maestría","Manizales",2
"2015 - 2",48,"Maestría","Medellín",3
"2015 - 2",48,"Maestría","Palmira",1
"2015 - 2",48,"Pregrado","Bogotá",3
"2015 - 2",49,"Doctorado","Bogotá",3
"2015 - 2",49,"Especialización","Bogotá",5
"2015 - 2",49,"Especialización","Manizales",2
"2015 - 2",49,"Especialización","Medellín",1
"2015 - 2",49,"Maestría","Bogotá",2
"2015 - 2",49,"Maestría","Manizales",3
"2015 - 2",49,"Maestría","Medellín",3
"2015 - 2",49,"Maestría","Palmira",1
"2015 - 2",50,"Doctorado","Bogotá",2
"2015 - 2",50,"Doctorado","Medellín",1
"2015 - 2",50,"Especialización","Bogotá",5
"2015 - 2",50,"Especialización","Manizales",1
"2015 - 2",50,"Maestría","Bogotá",2
"2015 - 2",50,"Maestría","Manizales",1
"2015 - 2",50,"Maestría","Medellín",2
"2015 - 2",50,"Maestría","Palmira",1
"2015 - 2",51,"Doctorado","Bogotá",2
"2015 - 2",51,"Especialización","Bogotá",2
"2015 - 2",51,"Especialización","Manizales",1
"2015 - 2",51,"Maestría","Bogotá",7
"2015 - 2",51,"Maestría","Palmira",2
"2015 - 2",51,"Pregrado","Bogotá",1
"2015 - 2",52,"Doctorado","Bogotá",1
"2015 - 2",52,"Doctorado","Medellín",1
"2015 - 2",52,"Especialización","Bogotá",1
"2015 - 2",52,"Maestría","Bogotá",6
"2015 - 2",52,"Maestría","Manizales",1
"2015 - 2",52,"Maestría","Medellín",2
"2015 - 2",53,"Doctorado","Bogotá",1
"2015 - 2",53,"Especialización","Bogotá",3
"2015 - 2",53,"Maestría","Manizales",1
"2015 - 2",54,"Doctorado","Bogotá",4
"2015 - 2",54,"Especialización","Bogotá",3
"2015 - 2",54,"Maestría","Bogotá",1
"2015 - 2",54,"Maestría","Medellín",2
"2015 - 2",55,"Especialización","Bogotá",1
"2015 - 2",55,"Especialización","Manizales",1
"2015 - 2",55,"Maestría","Bogotá",2
"2015 - 2",55,"Maestría","Manizales",1
"2015 - 2",56,"Doctorado","Medellín",1
"2015 - 2",56,"Especialización","Bogotá",1
"2015 - 2",56,"Maestría","Amazonía",1
"2015 - 2",56,"Maestría","Bogotá",3
"2015 - 2",56,"Maestría","Caribe",1
"2015 - 2",56,"Pregrado","Medellín",1
"2015 - 2",57,"Maestría","Bogotá",2
"2015 - 2",58,"Especialización","Bogotá",1
"2015 - 2",58,"Maestría","Manizales",1
"2015 - 2",59,"Maestría","Bogotá",2
"2015 - 2",59,"Maestría","Manizales",1
"2015 - 2",60,"Doctorado","Bogotá",1
"2015 - 2",60,"Especialización","Bogotá",1
"2015 - 2",60,"Maestría","Medellín",1
"2015 - 2",60,"Pregrado","Medellín",1
"2015 - 2",61,"Maestría","Bogotá",1
"2015 - 2",61,"Maestría","Manizales",1
"2015 - 2",62,"Maestría","Bogotá",1
"2015 - 2",64,"Doctorado","Medellín",1
"2016 - 1",20,"Pregrado","Bogotá",2
"2016 - 1",20,"Pregrado","Medellín",3
"2016 - 1",21,"Especialización","Bogotá",2
"2016 - 1",21,"Pregrado","Bogotá",62
"2016 - 1",21,"Pregrado","Manizales",24
"2016 - 1",21,"Pregrado","Medellín",22
"2016 - 1",21,"Pregrado","Palmira",6
"2016 - 1",22,"Especialización","Bogotá",5
"2016 - 1",22,"Especialización","Manizales",13
"2016 - 1",22,"Especialización","Medellín",3
"2016 - 1",22,"Pregrado","Bogotá",254
"2016 - 1",22,"Pregrado","Manizales",94
"2016 - 1",22,"Pregrado","Medellín",107
"2016 - 1",22,"Pregrado","Palmira",21
"2016 - 1",23,"Especialización","Bogotá",29
"2016 - 1",23,"Especialización","Manizales",20
"2016 - 1",23,"Especialización","Medellín",12
"2016 - 1",23,"Maestría","Bogotá",2
"2016 - 1",23,"Maestría","Manizales",1
"2016 - 1",23,"Maestría","Medellín",2
"2016 - 1",23,"Pregrado","Bogotá",420
"2016 - 1",23,"Pregrado","Manizales",78
"2016 - 1",23,"Pregrado","Medellín",175
"2016 - 1",23,"Pregrado","Palmira",26
"2016 - 1",24,"Especialización","Bogotá",31
"2016 - 1",24,"Especialización","Manizales",16
"2016 - 1",24,"Especialización","Medellín",15
"2016 - 1",24,"Maestría","Bogotá",12
"2016 - 1",24,"Maestría","Manizales",4
"2016 - 1",24,"Maestría","Medellín",5
"2016 - 1",24,"Maestría","Palmira",1
